state,company,model,year,original_price,accident_score,repair_cost,km_driven,fuel_type,resale_price
Rajasthan,Kia,Seltos,2016,1405000,2,1400,57459,Diesel,787000
Telangana,Toyota,Innova Crysta,2021,2738000,7,77100,232209,Diesel,1078000
Uttarakhand,Mahindra,Bolero,2018,1124000,2,4700,23620,Petrol,722000
Bihar,Kia,Carens,2012,1601000,1,900,187897,Petrol,607000
Andhra Pradesh,Volkswagen,Taigun,2017,1467000,4,49800,96241,Petrol,601000
Manipur,Mahindra,Bolero,2022,1126000,4,10000,224566,Diesel,535000
Ladakh,Toyota,Innova Crysta,2022,2559000,1,2500,227267,Petrol,1521000
Karnataka,MG,Astor,2015,1505000,6,182000,140237,Petrol,247000
Uttarakhand,Mahindra,Thar,2023,1434000,4,44600,77994,Petrol,1027000
Rajasthan,Toyota,Fortuner,2014,3926000,10,467300,23281,Petrol,1466000
Chhattisgarh,Honda,Amaze,2012,999000,2,1500,242136,Petrol,295000
Assam,Hyundai,Verna,2019,1196000,6,117700,73451,Petrol,648000
Puducherry,Honda,Amaze,2015,828000,4,8500,107134,Petrol,390000
Dadra and Nagar Haveli and Daman and Diu,MG,Astor,2021,1409000,10,124200,93519,Diesel,524000
Punjab,Toyota,Urban Cruiser Hyryder,2012,1618000,5,7100,170055,Petrol,719000
Chandigarh,Volkswagen,Polo,2013,975000,2,3400,91146,Petrol,364000
Chhattisgarh,Mahindra,XUV700,2017,2392000,7,168700,55360,Petrol,1049000
Himachal Pradesh,Hyundai,Verna,2021,1361000,1,1500,82000,Diesel,952000
Karnataka,Tata,Harrier,2019,1756000,4,9000,142680,Diesel,791000
Meghalaya,Tata,Tiago,2014,637000,1,800,241398,Petrol,175000
Punjab,Honda,Amaze,2022,810000,5,15200,149899,Petrol,461000
Nagaland,Mahindra,Scorpio-N,2019,1619000,8,157800,85648,Diesel,661000
Goa,Hyundai,Verna,2015,1361000,5,5500,114190,Diesel,500000
Delhi,Toyota,Fortuner,2019,4145000,2,1600,190252,Diesel,2128000
Punjab,Tata,Harrier,2011,2203000,10,129300,184405,Petrol,218000
Chhattisgarh,Hyundai,i20,2015,939000,6,120000,105487,Petrol,347000
Kerala,Maruti Suzuki,Baleno,2016,784000,7,163500,191417,Petrol,192000
Karnataka,MG,Astor,2018,1288000,2,4700,105590,Diesel,539000
Chhattisgarh,Skoda,Kushaq,2010,1549000,10,220800,224093,Diesel,149000
Jharkhand,Honda,City,2020,1349000,9,490400,51576,Petrol,525000
Madhya Pradesh,Mahindra,Scorpio-N,2018,1999000,4,20600,163468,Diesel,759000
Telangana,Hyundai,Verna,2019,1275000,1,4200,71689,Diesel,867000
Telangana,Honda,City,2021,1309000,3,30100,152330,Petrol,788000
Sikkim,Maruti Suzuki,Ertiga,2015,1024000,1,4700,220270,Diesel,371000
Puducherry,Skoda,Octavia,2019,3440000,8,52200,76297,Petrol,1514000
West Bengal,Honda,Amaze,2019,822000,8,156100,30198,Petrol,379000
Chandigarh,Hyundai,Creta,2022,1277000,10,278400,160167,Diesel,395000
Jammu and Kashmir,Volkswagen,Taigun,2014,1696000,10,438200,198874,Diesel,172000
Ladakh,Kia,Sonet,2018,1182000,10,235400,165246,Diesel,185000
Gujarat,Volkswagen,Polo,2020,995000,7,63500,10832,Petrol,550000
Andaman and Nicobar Islands,Hyundai,i20,2022,772000,9,236700,61332,Diesel,333000
Uttar Pradesh,Volkswagen,Virtus,2021,1366000,1,2800,90404,Petrol,942000
Jammu and Kashmir,Kia,Seltos,2016,1689000,5,22100,133816,Petrol,692000
Maharashtra,Toyota,Urban Cruiser Hyryder,2016,1786000,9,271800,155859,Petrol,615000
Nagaland,Toyota,Fortuner,2022,4175000,7,110100,112206,Diesel,2470000
Assam,Tata,Harrier,2022,2241000,7,68900,152060,Diesel,1118000
Lakshadweep,MG,Hector,2022,2128000,2,2500,121838,Petrol,1430000
Sikkim,Maruti Suzuki,Baleno,2023,860000,8,162200,190001,Petrol,362000
Punjab,Skoda,Kushaq,2022,1558000,4,38900,203148,Diesel,731000
Uttarakhand,Skoda,Kushaq,2013,1577000,9,283900,89692,Petrol,165000
Goa,Maruti Suzuki,Swift,2012,774000,9,386800,120153,Petrol,78000
Goa,MG,Hector,2014,1616000,9,293400,173480,Petrol,168000
Delhi,Volkswagen,Virtus,2022,1410000,1,1800,129478,Diesel,919000
Jharkhand,Maruti Suzuki,Baleno,2013,913000,5,49600,71513,Petrol,392000
Mizoram,Kia,Carens,2016,1518000,4,20200,200876,Petrol,528000
Jharkhand,Mahindra,XUV700,2020,2019000,2,3900,115540,Petrol,1255000
Manipur,Hyundai,Verna,2023,1223000,8,171000,98671,Diesel,653000
Uttarakhand,Tata,Safari,2016,2032000,9,264200,121522,Petrol,472000
Puducherry,MG,Astor,2014,1532000,8,148100,210404,Diesel,156000
Meghalaya,Honda,Elevate,2012,1596000,6,99900,158992,Diesel,379000
Mizoram,Maruti Suzuki,Baleno,2017,844000,9,349200,115072,Petrol,180000
Jharkhand,Maruti Suzuki,Ertiga,2015,1074000,5,44100,26107,Diesel,479000
Punjab,Hyundai,i20,2017,851000,4,47700,205941,Petrol,278000
Bihar,Maruti Suzuki,Swift,2014,715000,1,3400,198586,Petrol,317000
Jammu and Kashmir,Tata,Tiago,2021,698000,6,114000,74046,Petrol,377000
West Bengal,Toyota,Fortuner,2012,3810000,4,49400,244544,Petrol,1370000
West Bengal,Maruti Suzuki,Swift,2010,776000,8,57600,73217,Petrol,205000
Meghalaya,Honda,Elevate,2020,1720000,7,70400,99810,Petrol,934000
Jammu and Kashmir,MG,Astor,2011,1540000,9,153400,27744,Diesel,154000
Andaman and Nicobar Islands,Honda,Amaze,2014,880000,5,35800,196408,Petrol,265000
Goa,Skoda,Octavia,2016,3238000,8,50000,138987,Diesel,659000
Uttarakhand,Kia,Carens,2022,1463000,7,193500,223600,Petrol,541000
Arunachal Pradesh,Toyota,Urban Cruiser Hyryder,2016,1424000,10,407300,94939,Diesel,370000
Chhattisgarh,Honda,Elevate,2013,1349000,4,5200,186313,Petrol,469000
Kerala,Volkswagen,Virtus,2023,1571000,6,122900,9547,Diesel,1193000
Lakshadweep,Kia,Seltos,2011,1799000,1,2900,71421,Petrol,781000
Goa,Skoda,Slavia,2014,1348000,5,34600,132022,Petrol,358000
Goa,Honda,Amaze,2018,963000,3,22100,94019,Petrol,566000
Punjab,Tata,Nexon,2019,1088000,5,11800,73801,Petrol,629000
Karnataka,Mahindra,Bolero,2023,1044000,2,4400,98676,Diesel,791000
Delhi,Volkswagen,Virtus,2011,1230000,6,70000,58360,Petrol,216000
Tamil Nadu,Skoda,Slavia,2016,1272000,6,190100,207492,Petrol,153000
Ladakh,Skoda,Slavia,2021,1458000,8,194300,36176,Diesel,721000
Bihar,MG,Astor,2020,1486000,2,1400,213051,Diesel,542000
Ladakh,Hyundai,Verna,2022,1285000,3,19100,167747,Petrol,811000
Gujarat,MG,Hector,2022,1792000,2,4500,154930,Petrol,1099000
Madhya Pradesh,Skoda,Kushaq,2023,1644000,4,22000,105972,Petrol,1164000
Kerala,Honda,City,2019,1233000,6,171500,234717,Petrol,364000
Bihar,MG,Hector,2018,1714000,3,35900,87416,Petrol,783000
Goa,Honda,Elevate,2013,1456000,2,2700,70394,Diesel,648000
Bihar,Hyundai,Venue,2013,1009000,5,24500,20436,Petrol,396000
Lakshadweep,Hyundai,i20,2019,1006000,7,144500,237783,Diesel,197000
Rajasthan,Toyota,Innova Crysta,2023,2430000,7,112200,190577,Diesel,1208000
Punjab,Hyundai,Creta,2011,1544000,7,120000,42056,Diesel,299000
Uttarakhand,Honda,Elevate,2019,1312000,2,200,245480,Diesel,544000
Tripura,Kia,Carens,2010,1449000,9,433700,20433,Petrol,140000
Mizoram,Tata,Nexon,2012,1166000,9,166000,114419,Petrol,175000
Delhi,Toyota,Urban Cruiser Hyryder,2020,1553000,7,199000,210039,Diesel,561000
Arunachal Pradesh,Skoda,Kushaq,2017,1559000,2,0,155191,Petrol,622000
Manipur,Tata,Harrier,2022,1995000,9,428900,39778,Diesel,970000
Madhya Pradesh,Tata,Tiago,2020,558000,8,120100,178279,Petrol,146000
Himachal Pradesh,Honda,City,2011,1424000,10,283300,42944,Petrol,216000
Kerala,Maruti Suzuki,Dzire,2018,842000,1,1200,236888,Diesel,340000
Tripura,Maruti Suzuki,Dzire,2012,813000,3,22200,212433,Petrol,272000
Tamil Nadu,Honda,Amaze,2022,836000,10,278800,109631,Petrol,313000
Arunachal Pradesh,Honda,City,2021,1457000,9,273300,158203,Diesel,477000
Mizoram,Mahindra,Thar,2016,1405000,6,163100,91305,Petrol,525000
Puducherry,Volkswagen,Polo,2018,902000,7,141100,121076,Petrol,264000
Meghalaya,Hyundai,Creta,2010,1450000,3,14000,114232,Petrol,551000
Gujarat,Mahindra,Bolero,2014,853000,10,245300,131351,Diesel,89000
Goa,MG,Hector,2010,1737000,6,81800,59346,Diesel,180000
Ladakh,MG,Astor,2018,1497000,10,252000,49168,Diesel,318000
Haryana,Honda,Amaze,2021,983000,6,111200,17525,Petrol,648000
Puducherry,Mahindra,Scorpio-N,2021,2118000,8,106400,112174,Petrol,1080000
Sikkim,Mahindra,XUV700,2016,2199000,1,4600,134348,Diesel,1033000
Ladakh,Kia,Carens,2022,1412000,6,149600,113493,Petrol,806000
Karnataka,Toyota,Urban Cruiser Hyryder,2018,1811000,3,15400,178945,Petrol,1018000
Andhra Pradesh,Hyundai,Creta,2015,1344000,1,3600,59963,Diesel,693000
Punjab,Kia,Sonet,2020,1346000,9,109700,134816,Diesel,481000
Puducherry,Mahindra,Bolero,2021,1142000,10,270600,78590,Diesel,421000
Goa,Mahindra,Scorpio-N,2011,1978000,6,140300,130193,Diesel,404000
Karnataka,Skoda,Octavia,2014,3110000,8,122500,145889,Petrol,556000
Chhattisgarh,Honda,Elevate,2012,1449000,8,134700,117339,Petrol,428000
Haryana,MG,Astor,2015,1368000,5,45200,63725,Diesel,365000
Rajasthan,Hyundai,Venue,2016,1192000,2,3300,86443,Diesel,626000
West Bengal,Mahindra,Thar,2010,1798000,4,28000,153301,Petrol,494000
Haryana,Kia,Seltos,2011,1762000,6,174600,203862,Petrol,276000
Nagaland,Tata,Tiago,2022,655000,4,25000,146937,Petrol,379000
Uttarakhand,Skoda,Kushaq,2018,1530000,5,33600,205878,Petrol,443000
Jammu and Kashmir,Maruti Suzuki,Dzire,2013,682000,5,41300,56520,Petrol,286000
Sikkim,Mahindra,Bolero,2015,1074000,9,309300,213289,Diesel,113000
Delhi,Hyundai,Venue,2014,1043000,1,2800,114269,Petrol,542000
Uttar Pradesh,Maruti Suzuki,Ertiga,2014,1095000,7,86100,249159,Diesel,132000
Sikkim,Mahindra,Bolero,2023,1128000,5,45900,212961,Petrol,553000
Jharkhand,Skoda,Slavia,2021,1362000,3,37900,169243,Diesel,670000
Karnataka,Hyundai,Venue,2021,1255000,4,41500,237277,Petrol,557000
Delhi,Volkswagen,Virtus,2018,1557000,2,1300,41375,Diesel,818000
Mizoram,Mahindra,Scorpio-N,2020,1842000,5,23900,139217,Diesel,834000
Puducherry,MG,Hector,2023,2089000,2,4600,95018,Petrol,1597000
Chhattisgarh,Volkswagen,Virtus,2011,1347000,10,455200,45154,Diesel,132000
Punjab,MG,Hector,2020,1808000,7,122200,31295,Petrol,909000
Meghalaya,Skoda,Octavia,2019,2853000,5,33800,129746,Diesel,1129000
Tripura,Toyota,Urban Cruiser Hyryder,2017,1791000,6,135500,9913,Diesel,981000
Mizoram,Mahindra,Scorpio-N,2022,1742000,9,346800,118222,Diesel,684000
Uttarakhand,MG,Hector,2021,2157000,10,239300,5700,Petrol,1019000
Meghalaya,Honda,City,2015,1335000,8,172300,160645,Petrol,358000
Bihar,Hyundai,i20,2020,1021000,8,169200,71128,Petrol,499000
Mizoram,Mahindra,Thar,2020,1753000,9,353600,73790,Petrol,700000
Telangana,Volkswagen,Polo,2014,856000,4,27500,32226,Petrol,298000
Delhi,Honda,City,2015,1355000,6,172600,234516,Petrol,268000
Rajasthan,Tata,Tiago,2018,720000,6,141600,101133,Petrol,269000
Tamil Nadu,Volkswagen,Polo,2023,926000,6,181500,132873,Petrol,482000
Uttar Pradesh,Maruti Suzuki,Baleno,2018,923000,5,46200,207745,Petrol,369000
Uttarakhand,Tata,Tiago,2021,594000,5,34100,176757,Petrol,265000
Chandigarh,Hyundai,Venue,2019,1067000,2,2100,121546,Diesel,610000
Delhi,Mahindra,Scorpio-N,2015,1686000,6,199900,192077,Diesel,280000
Ladakh,Mahindra,Bolero,2015,1132000,7,59700,192140,Petrol,244000
Madhya Pradesh,MG,Astor,2011,1232000,6,58200,125616,Petrol,183000
Andaman and Nicobar Islands,Maruti Suzuki,Ertiga,2022,1087000,5,42700,174398,Petrol,598000
West Bengal,MG,Hector,2015,2153000,2,3300,87264,Petrol,832000
Telangana,MG,Hector,2022,1994000,10,322400,212476,Diesel,425000
Meghalaya,Toyota,Fortuner,2017,4349000,6,143300,67954,Diesel,2312000
Bihar,Volkswagen,Taigun,2018,1335000,5,10600,61203,Petrol,650000
Tamil Nadu,Hyundai,Creta,2011,1550000,4,8100,76330,Diesel,503000
Punjab,Tata,Safari,2019,2289000,7,156200,64430,Petrol,1101000
Uttarakhand,Volkswagen,Taigun,2014,1703000,1,1600,141356,Petrol,644000
Chandigarh,Mahindra,Scorpio-N,2016,2056000,6,197000,226113,Petrol,391000
Arunachal Pradesh,Skoda,Kushaq,2015,1713000,7,112200,52572,Diesel,433000
Mizoram,Hyundai,Creta,2023,1674000,9,304600,205169,Diesel,605000
Gujarat,Hyundai,Creta,2013,1577000,3,10000,213866,Diesel,385000
Karnataka,Toyota,Fortuner,2011,4366000,2,4800,247030,Diesel,1403000
Lakshadweep,MG,Hector,2022,2095000,5,30800,167187,Diesel,1005000
Mizoram,Honda,Amaze,2021,1012000,3,29600,61300,Petrol,725000
Chhattisgarh,Hyundai,i20,2021,980000,6,72400,144545,Petrol,481000
Andaman and Nicobar Islands,Mahindra,Thar,2012,1690000,4,41200,20188,Petrol,619000
Maharashtra,Volkswagen,Polo,2014,881000,2,4400,209556,Petrol,221000
Goa,Honda,Amaze,2012,946000,2,2100,12314,Petrol,441000
Rajasthan,Honda,City,2011,1568000,8,94300,53387,Petrol,448000
Andhra Pradesh,Mahindra,Thar,2022,1604000,5,35700,108518,Diesel,937000
Andhra Pradesh,Kia,Carens,2016,1469000,9,224400,33418,Diesel,411000
Telangana,Maruti Suzuki,Ertiga,2017,1074000,2,3400,185628,Petrol,560000
Delhi,Tata,Nexon,2018,1121000,9,307000,226657,Petrol,114000
Gujarat,Skoda,Slavia,2013,1532000,4,49000,16722,Petrol,467000
Punjab,Toyota,Innova Crysta,2016,2318000,5,12200,127491,Petrol,1256000
Rajasthan,Mahindra,Thar,2014,1546000,10,117400,213688,Diesel,157000
Manipur,Honda,City,2020,1331000,10,336300,35013,Petrol,572000
Chhattisgarh,Toyota,Urban Cruiser Hyryder,2013,1635000,9,174600,109098,Diesel,514000
Andhra Pradesh,Volkswagen,Virtus,2015,1264000,4,9400,246768,Petrol,203000
Uttar Pradesh,Tata,Harrier,2016,2272000,1,1200,213637,Petrol,784000
Arunachal Pradesh,Skoda,Octavia,2015,3009000,5,38700,212792,Petrol,527000
Manipur,Mahindra,Scorpio-N,2022,1926000,5,17600,136985,Petrol,1088000
Telangana,Volkswagen,Taigun,2015,1673000,2,3900,228158,Diesel,320000
Mizoram,Kia,Carens,2021,1281000,6,82000,190078,Petrol,576000
Goa,Honda,City,2022,1571000,3,40600,28180,Petrol,1245000
Sikkim,Toyota,Urban Cruiser Hyryder,2019,1817000,8,198400,190213,Petrol,712000
Sikkim,MG,Astor,2017,1232000,8,57000,26350,Petrol,374000
Uttarakhand,Skoda,Slavia,2019,1571000,2,1100,84551,Diesel,894000
Tripura,Maruti Suzuki,Dzire,2016,702000,9,221600,71419,Diesel,172000
Andaman and Nicobar Islands,Kia,Carens,2022,1299000,8,155800,151106,Diesel,561000
West Bengal,Maruti Suzuki,Swift,2013,676000,6,169300,86307,Petrol,223000
Dadra and Nagar Haveli and Daman and Diu,Mahindra,Thar,2012,1469000,10,320300,74257,Diesel,144000
Delhi,Honda,Amaze,2010,796000,9,247300,84218,Petrol,80000
Andaman and Nicobar Islands,Mahindra,Thar,2015,1620000,1,2800,106454,Diesel,736000
Bihar,Volkswagen,Polo,2019,975000,6,128400,238570,Petrol,179000
Haryana,Hyundai,i20,2019,779000,7,130400,128904,Diesel,264000
Tamil Nadu,Kia,Sonet,2018,1186000,8,89800,153183,Petrol,396000
Maharashtra,Honda,Elevate,2020,1427000,4,43000,11482,Petrol,1021000
Mizoram,Kia,Carens,2021,1550000,1,3600,114277,Diesel,1073000
Kerala,Kia,Seltos,2012,1465000,7,193600,249183,Diesel,140000
Andaman and Nicobar Islands,Volkswagen,Virtus,2015,1374000,1,1700,127784,Diesel,491000
Manipur,Volkswagen,Virtus,2021,1437000,8,68300,216785,Petrol,412000
Andaman and Nicobar Islands,Mahindra,Scorpio-N,2018,1685000,7,95200,161519,Petrol,578000
Assam,Kia,Carens,2020,1596000,3,23800,245199,Petrol,641000
Madhya Pradesh,Mahindra,Thar,2013,1738000,10,220500,166685,Diesel,170000
Arunachal Pradesh,Kia,Carens,2023,1564000,7,198400,227341,Diesel,623000
Andhra Pradesh,Kia,Carens,2012,1334000,6,164700,54998,Diesel,304000
Himachal Pradesh,MG,Astor,2018,1228000,4,36600,95081,Petrol,498000
Tripura,Honda,Amaze,2023,908000,6,125300,150669,Petrol,504000
Sikkim,Mahindra,Thar,2019,1416000,9,105100,170609,Diesel,355000
Tamil Nadu,Honda,City,2010,1412000,4,34100,89930,Diesel,439000
Punjab,Tata,Harrier,2010,1900000,9,322400,130742,Diesel,191000
Arunachal Pradesh,Tata,Nexon,2019,1102000,3,13000,39094,Petrol,733000
Dadra and Nagar Haveli and Daman and Diu,Maruti Suzuki,Swift,2021,726000,6,196800,241864,Petrol,212000
Maharashtra,MG,Hector,2017,1923000,9,353800,153336,Petrol,200000
Ladakh,Volkswagen,Taigun,2021,1647000,5,15300,24998,Diesel,1076000
Uttarakhand,Tata,Nexon,2020,1191000,7,131200,156371,Diesel,385000
Andhra Pradesh,Mahindra,XUV700,2018,2264000,9,103500,150937,Diesel,575000
Rajasthan,Hyundai,i20,2017,813000,6,70800,86846,Petrol,386000
Jharkhand,Tata,Nexon,2017,1050000,5,29000,99595,Diesel,401000
Nagaland,Skoda,Slavia,2020,1450000,2,500,231725,Diesel,536000
Himachal Pradesh,Volkswagen,Virtus,2010,1463000,2,2900,209451,Petrol,262000
Andaman and Nicobar Islands,Honda,Amaze,2010,811000,7,64500,65243,Petrol,214000
Sikkim,Honda,Elevate,2022,1519000,4,5900,54450,Diesel,1134000
Delhi,Tata,Tiago,2013,687000,9,343400,109306,Petrol,68000
Goa,Honda,Amaze,2019,885000,4,13800,45246,Petrol,593000
Nagaland,Skoda,Slavia,2011,1400000,8,51800,167781,Petrol,138000
Gujarat,MG,Astor,2023,1398000,3,6800,131717,Petrol,930000
Himachal Pradesh,Maruti Suzuki,Swift,2012,773000,6,83100,149102,Petrol,239000
Jharkhand,MG,Astor,2023,1544000,10,439400,75425,Petrol,704000
Sikkim,Skoda,Kushaq,2011,1542000,9,431200,95091,Diesel,161000
Haryana,Hyundai,Verna,2022,1434000,8,71800,163428,Diesel,651000
Arunachal Pradesh,Volkswagen,Virtus,2017,1539000,2,2500,84352,Petrol,770000
Chandigarh,Mahindra,Bolero,2012,898000,10,141800,95656,Petrol,130000
Kerala,Honda,Elevate,2022,1534000,8,167800,244844,Petrol,513000
West Bengal,Volkswagen,Virtus,2022,1262000,5,17500,72602,Diesel,786000
Sikkim,Honda,Elevate,2018,1679000,3,44600,134868,Diesel,815000
Haryana,Toyota,Innova Crysta,2023,2690000,4,39000,85579,Petrol,2125000
Bihar,Mahindra,Scorpio-N,2020,2144000,5,13200,9918,Diesel,1345000
Uttarakhand,Maruti Suzuki,Swift,2019,746000,1,4900,80256,Petrol,537000
Tamil Nadu,Volkswagen,Taigun,2012,1490000,3,31600,80493,Diesel,398000
Himachal Pradesh,Tata,Harrier,2012,1857000,1,1800,246917,Diesel,338000
Manipur,Maruti Suzuki,Swift,2014,746000,1,800,246946,Petrol,272000
Meghalaya,Hyundai,i20,2012,968000,3,31000,219851,Diesel,204000
Mizoram,Volkswagen,Virtus,2022,1367000,1,500,8341,Diesel,1089000
Manipur,Mahindra,Scorpio-N,2021,1963000,8,130300,76538,Petrol,1023000
Lakshadweep,Mahindra,Scorpio-N,2020,1966000,8,175000,113904,Petrol,894000
Meghalaya,MG,Hector,2012,2065000,3,24700,118056,Diesel,478000
Meghalaya,Kia,Sonet,2021,1024000,3,44700,58160,Petrol,739000
Bihar,Kia,Sonet,2016,1323000,5,24700,22708,Petrol,659000
Delhi,Mahindra,Scorpio-N,2020,1796000,5,16500,18761,Petrol,1141000
Delhi,MG,Hector,2021,2028000,7,166100,21034,Diesel,1125000
Nagaland,MG,Hector,2014,1970000,10,309800,65607,Petrol,193000
Maharashtra,MG,Hector,2021,2066000,3,38600,95900,Diesel,1186000
Manipur,Toyota,Innova Crysta,2023,2274000,9,151700,214228,Petrol,931000
Dadra and Nagar Haveli and Daman and Diu,Mahindra,Scorpio-N,2020,1809000,4,8300,240443,Petrol,733000
West Bengal,Honda,City,2012,1545000,8,116500,81839,Petrol,461000
Lakshadweep,Toyota,Fortuner,2017,4257000,1,2000,46230,Petrol,3149000
Rajasthan,Hyundai,Verna,2013,1124000,3,26400,220351,Petrol,324000
Delhi,Hyundai,Venue,2015,1248000,8,64200,145069,Diesel,300000
Bihar,Honda,City,2020,1254000,5,27300,219386,Diesel,473000
Goa,MG,Hector,2015,1827000,2,1100,229356,Diesel,272000
Assam,Volkswagen,Polo,2011,785000,4,27600,226375,Petrol,78000
Manipur,Honda,Elevate,2022,1707000,10,473800,22925,Diesel,830000
Delhi,Toyota,Innova Crysta,2011,2497000,7,163300,239392,Petrol,583000
Jammu and Kashmir,Tata,Harrier,2010,1946000,7,81500,225173,Diesel,187000
Chhattisgarh,Skoda,Octavia,2021,2878000,4,25700,118397,Petrol,1551000
Andhra Pradesh,Volkswagen,Virtus,2015,1585000,5,15100,15888,Petrol,571000
Puducherry,Kia,Carens,2020,1530000,7,166800,175952,Diesel,539000
Punjab,Mahindra,XUV700,2016,2221000,9,122000,11285,Petrol,761000
Goa,Honda,Amaze,2023,963000,4,44300,18121,Petrol,803000
Jammu and Kashmir,Skoda,Octavia,2018,3052000,4,7500,160686,Diesel,1070000
Uttar Pradesh,Hyundai,Verna,2018,1471000,2,3300,142102,Diesel,747000
Tamil Nadu,Hyundai,Venue,2019,1243000,6,59200,16992,Diesel,668000
Uttar Pradesh,Skoda,Octavia,2016,3233000,3,39300,130470,Petrol,1173000
Jharkhand,Volkswagen,Taigun,2021,1646000,9,158900,172331,Diesel,478000
Madhya Pradesh,Volkswagen,Taigun,2014,1433000,8,185200,9651,Petrol,286000
Arunachal Pradesh,Skoda,Kushaq,2016,1297000,8,186400,163245,Diesel,125000
Mizoram,Toyota,Innova Crysta,2013,2581000,8,70800,112913,Diesel,959000
Mizoram,MG,Hector,2016,2153000,9,479200,143111,Diesel,214000
Chhattisgarh,Skoda,Slavia,2011,1510000,7,129800,27020,Diesel,151000
Tamil Nadu,MG,Astor,2013,1535000,4,10900,84605,Petrol,441000
Andaman and Nicobar Islands,Mahindra,XUV700,2010,1795000,6,188700,40311,Diesel,282000
Maharashtra,Mahindra,Bolero,2017,1061000,4,6200,213300,Petrol,338000
Delhi,Skoda,Slavia,2022,1235000,7,78200,47175,Diesel,732000
Dadra and Nagar Haveli and Daman and Diu,Tata,Nexon,2012,1327000,1,1100,73844,Diesel,509000
Odisha,Toyota,Innova Crysta,2010,2143000,5,43700,94679,Petrol,975000
Assam,MG,Hector,2017,1939000,8,112100,110240,Diesel,400000
Tripura,Hyundai,Verna,2013,1189000,5,21300,214278,Petrol,294000
Bihar,Maruti Suzuki,Swift,2014,717000,6,91300,63563,Petrol,297000
Manipur,Maruti Suzuki,Ertiga,2021,1163000,2,3600,77870,Diesel,836000
Nagaland,Kia,Sonet,2019,1075000,4,28500,135162,Petrol,558000
Tripura,Tata,Tiago,2017,618000,6,156000,208945,Petrol,84000
Himachal Pradesh,Mahindra,Thar,2014,1422000,6,150200,15211,Diesel,397000
Gujarat,Tata,Harrier,2015,1747000,10,486200,140962,Petrol,180000
Gujarat,Skoda,Octavia,2023,2699000,1,2800,137865,Petrol,1947000
West Bengal,Maruti Suzuki,Swift,2013,773000,3,37000,156811,Petrol,337000
Delhi,MG,Hector,2016,1948000,4,32300,214625,Petrol,354000
Dadra and Nagar Haveli and Daman and Diu,Kia,Carens,2018,1326000,5,24800,217418,Diesel,386000
Jharkhand,Tata,Harrier,2012,2116000,9,385300,70814,Diesel,205000
Chhattisgarh,Mahindra,Bolero,2011,920000,6,60900,83696,Petrol,249000
Haryana,Skoda,Kushaq,2016,1588000,7,81900,183006,Diesel,229000
Meghalaya,MG,Astor,2011,1193000,5,34800,11424,Petrol,221000
Haryana,Hyundai,Creta,2023,1605000,10,175000,104186,Diesel,836000
Uttarakhand,Skoda,Octavia,2013,3152000,2,400,80881,Petrol,1153000
Nagaland,Hyundai,Creta,2018,1615000,2,4600,32169,Petrol,1051000
Sikkim,Hyundai,Creta,2020,1345000,8,50600,35367,Diesel,732000
Assam,Skoda,Slavia,2019,1364000,5,8100,200255,Diesel,401000
Odisha,Skoda,Slavia,2011,1411000,4,11900,10709,Diesel,312000
Tamil Nadu,Kia,Sonet,2012,1133000,3,35000,205427,Diesel,259000
Dadra and Nagar Haveli and Daman and Diu,MG,Astor,2017,1522000,5,6800,195223,Petrol,335000
Andaman and Nicobar Islands,Honda,Amaze,2019,932000,9,335800,165808,Petrol,188000
Manipur,Mahindra,Thar,2016,1700000,10,251500,201029,Petrol,171000
Uttar Pradesh,Honda,City,2016,1192000,4,16000,9435,Diesel,614000
